ts_code,name,keyword,forced,weight,ret,close,pre_close,susp_days,variant
600123.SH,兰花科创,兰花,False,0.25,0.008733624454148492,6.93,6.87,0,strict
600186.SH,莲花控股,莲花,False,0.25,0.04130434782608705,9.58,9.2,0,strict
600510.SH,黑牡丹,牡丹,False,0.25,0.03686635944700467,6.75,6.51,0,strict
600873.SH,梅花生物,梅花,False,0.25,-0.008750000000000036,7.93,8.0,0,strict
000812.SZ,陕西金叶,金叶,False,0.08333333333333333,-0.0028571428571427804,3.49,3.5,0,extended
600123.SH,兰花科创,兰花,False,0.08333333333333333,0.008733624454148492,6.93,6.87,0,extended
600186.SH,莲花控股,莲花,False,0.08333333333333333,0.04130434782608705,9.58,9.2,0,extended
600425.SH,青松建化,青松,False,0.08333333333333333,-0.005698005698005493,3.49,3.51,0,extended
600493.SH,凤竹纺织,凤竹,False,0.08333333333333333,0.0,5.81,5.81,0,extended
600510.SH,黑牡丹,牡丹,False,0.08333333333333333,0.03686635944700467,6.75,6.51,0,extended
600873.SH,梅花生物,梅花,False,0.08333333333333333,-0.008750000000000036,7.93,8.0,0,extended
603102.SH,百合股份,百合,False,0.08333333333333333,-0.01113389979490187,33.75,34.13,0,extended
603313.SH,梦百合,百合,False,0.08333333333333333,0.015625,5.85,5.76,0,extended
603615.SH,茶花股份,茶花,False,0.08333333333333333,0.03116883116883118,15.88,15.4,0,extended
603823.SH,百合花,百合,False,0.08333333333333333,0.09998188733924995,60.73,55.21,0,extended
603866.SH,桃李面包,桃李,False,0.08333333333333333,-0.002309468822170757,4.32,4.33,0,extended
