ts_code,name,keyword,forced,weight,ret,close,pre_close,susp_days,variant
002431.SZ,棕榈股份,棕榈,False,0.2,-0.026595744680850908,1.83,1.88,0,strict
600123.SH,兰花科创,兰花,False,0.2,0.016477857878475666,9.87,9.71,0,strict
600186.SH,莲花股份,莲花,False,0.2,0.012531328320801949,4.04,3.99,0,strict
600510.SH,黑牡丹,牡丹,False,0.2,-0.01642710472279263,4.79,4.87,0,strict
600873.SH,梅花生物,梅花,False,0.2,-0.001776198934280604,11.24,11.26,0,strict
000812.SZ,陕西金叶,金叶,False,0.07142857142857142,-0.0024271844660194164,4.11,4.12,0,extended
002431.SZ,棕榈股份,棕榈,False,0.07142857142857142,-0.026595744680850908,1.83,1.88,0,extended
300132.SZ,青松股份,青松,False,0.07142857142857142,0.026378896882494063,4.28,4.17,0,extended
600123.SH,兰花科创,兰花,False,0.07142857142857142,0.016477857878475666,9.87,9.71,0,extended
600186.SH,莲花股份,莲花,False,0.07142857142857142,0.012531328320801949,4.04,3.99,0,extended
600425.SH,青松建化,青松,False,0.07142857142857142,-0.008333333333333415,3.57,3.6,0,extended
600493.SH,凤竹纺织,凤竹,False,0.07142857142857142,0.007936507936507908,5.08,5.04,0,extended
600510.SH,黑牡丹,牡丹,False,0.07142857142857142,-0.01642710472279263,4.79,4.87,0,extended
600873.SH,梅花生物,梅花,False,0.07142857142857142,-0.001776198934280604,11.24,11.26,0,extended
603102.SH,百合股份,百合,False,0.07142857142857142,0.021201413427561988,34.68,33.96,0,extended
603313.SH,梦百合,百合,False,0.07142857142857142,-0.015384615384615219,8.32,8.45,0,extended
603615.SH,茶花股份,茶花,False,0.07142857142857142,0.00880410858400582,13.75,13.63,0,extended
603823.SH,百合花,百合,False,0.07142857142857142,0.03574468085106375,12.17,11.75,0,extended
603866.SH,桃李面包,桃李,False,0.07142857142857142,-0.003225806451612967,6.18,6.2,0,extended
