ts_code,name,keyword,forced,weight,ret,close,pre_close,susp_days,variant
002431.SZ,棕榈股份,棕榈,False,0.2,0.041450777202072464,2.01,1.93,0,strict
600123.SH,兰花科创,兰花,False,0.2,0.010714285714285676,11.32,11.2,0,strict
600186.SH,莲花健康,莲花,False,0.2,0.007058823529411784,4.28,4.25,0,strict
600510.SH,黑牡丹,牡丹,False,0.2,-0.012145748987854366,4.88,4.94,0,strict
600873.SH,梅花生物,梅花,False,0.2,0.004672897196261738,10.75,10.7,0,strict
002431.SZ,棕榈股份,棕榈,False,0.2,0.041450777202072464,2.01,1.93,0,extended
600123.SH,兰花科创,兰花,False,0.2,0.010714285714285676,11.32,11.2,0,extended
600186.SH,莲花健康,莲花,False,0.2,0.007058823529411784,4.28,4.25,0,extended
600510.SH,黑牡丹,牡丹,False,0.2,-0.012145748987854366,4.88,4.94,0,extended
600873.SH,梅花生物,梅花,False,0.2,0.004672897196261738,10.75,10.7,0,extended
