ts_code,name,keyword,forced,weight,ret,close,pre_close,susp_days,variant
000572.SZ,海马汽车,海马,False,0.09090909090909091,-0.01607717041800638,3.06,3.11,0,strict
002084.SZ,海鸥住工,海鸥,False,0.09090909090909091,-0.01195219123505964,2.48,2.51,0,strict
003011.SZ,海象新材,海象,False,0.09090909090909091,-0.0014903129657227732,13.4,13.42,0,strict
300783.SZ,三只松鼠,松鼠,False,0.09090909090909091,-0.028483786152497692,22.17,22.82,0,strict
300898.SZ,熊猫乳品,熊猫,False,0.09090909090909091,-0.016909620991253704,16.86,17.15,0,strict
300999.SZ,金龙鱼,金龙鱼,False,0.09090909090909091,-0.01315321720583007,27.76,28.13,0,strict
600775.SH,南京熊猫,熊猫,False,0.09090909090909091,-0.01602959309494434,7.98,8.11,0,strict
603029.SH,天鹅股份,天鹅,False,0.09090909090909091,-0.01023391812865504,13.54,13.68,0,strict
603116.SH,红蜻蜓,蜻蜓,False,0.09090909090909091,-0.008849557522123797,4.48,4.52,0,strict
603269.SH,海鸥股份,海鸥,False,0.09090909090909091,-0.04875621890547266,9.56,10.05,0,strict
603733.SH,仙鹤股份,仙鹤,False,0.09090909090909091,-0.02746926521644344,17.68,18.18,0,strict
000050.SZ,深天马A,马,False,0.00641025641025641,-0.011111111111111183,7.12,7.2,0,extended
000572.SZ,海马汽车,海马,False,0.00641025641025641,-0.01607717041800638,3.06,3.11,0,extended
000593.SZ,德龙汇能,龙,False,0.00641025641025641,-0.01498929336188437,4.6,4.67,0,extended
000677.SZ,恒天海龙,龙,False,0.00641025641025641,-0.04123711340206193,2.79,2.91,0,extended
000712.SZ,锦龙股份,龙,False,0.00641025641025641,-0.029077117572692823,7.68,7.91,0,extended
000735.SZ,罗牛山,牛,False,0.00641025641025641,-0.01814058956916098,4.33,4.41,0,extended
000766.SZ,通化金马,马,False,0.00641025641025641,-0.03171856978085352,16.79,17.34,0,extended
000863.SZ,三湘印象,象,False,0.00641025641025641,-0.0024937655860348684,4.0,4.01,0,extended
000910.SZ,大亚圣象,象,False,0.00641025641025641,-0.01623376623376649,6.06,6.16,0,extended
000935.SZ,四川双马,马,False,0.00641025641025641,-0.017973856209150374,12.02,12.24,0,extended
000955.SZ,欣龙控股,龙,False,0.00641025641025641,-0.023489932885906062,2.91,2.98,0,extended
001283.SZ,豪鹏科技,鹏,False,0.00641025641025641,0.015552855407047428,41.79,41.15,0,extended
001289.SZ,龙源电力,龙,False,0.00641025641025641,-0.019641825534373214,16.97,17.31,0,extended
001317.SZ,三羊马,马,False,0.00641025641025641,-0.005929690808979204,23.47,23.61,0,extended
001979.SZ,招商蛇口,蛇,False,0.00641025641025641,-0.028697571743929395,8.8,9.06,0,extended
002029.SZ,七匹狼,狼,False,0.00641025641025641,-0.019569471624266255,5.01,5.11,0,extended
002043.SZ,兔宝宝,兔,False,0.00641025641025641,-0.02859778597785989,10.53,10.84,0,extended
002047.SZ,宝鹰股份,鹰,False,0.00641025641025641,0.0,1.44,1.44,0,extended
002068.SZ,黑猫股份,猫,False,0.00641025641025641,-0.02297297297297307,7.23,7.4,0,extended
002084.SZ,海鸥住工,海鸥,False,0.00641025641025641,-0.01195219123505964,2.48,2.51,0,extended
002154.SZ,报喜鸟,鸟,False,0.00641025641025641,-0.04278074866310155,5.37,5.61,0,extended
002210.SZ,飞马国际,马,False,0.00641025641025641,0.02962962962962945,1.39,1.35,0,extended
002223.SZ,鱼跃医疗,鱼,False,0.00641025641025641,0.0005300821627354235,37.75,37.73,0,extended
002276.SZ,万马股份,马,False,0.00641025641025641,-0.03566529492455417,7.03,7.29,0,extended
002312.SZ,川发龙蟒,龙,False,0.00641025641025641,-0.03012912482065988,6.76,6.97,0,extended
002337.SZ,赛象科技,象,False,0.00641025641025641,-0.01041666666666663,3.8,3.84,0,extended
002395.SZ,双象股份,象,False,0.00641025641025641,-0.04362194315928625,14.47,15.13,0,extended
002442.SZ,龙星化工,龙,False,0.00641025641025641,-0.02073732718894017,4.25,4.34,0,extended
002457.SZ,青龙管业,龙,False,0.00641025641025641,-0.03654080389768577,7.91,8.21,0,extended
002536.SZ,飞龙股份,龙,False,0.00641025641025641,-0.031860226104830414,9.42,9.73,0,extended
002563.SZ,森马服饰,马,False,0.00641025641025641,-0.011824324324324453,5.85,5.92,0,extended
002601.SZ,龙佰集团,龙,False,0.00641025641025641,-0.024671916010498784,18.58,19.05,0,extended
002658.SZ,雪迪龙,龙,False,0.00641025641025641,-0.024714828897338337,5.13,5.26,0,extended
002671.SZ,龙泉股份,龙,False,0.00641025641025641,-0.019178082191780743,3.58,3.65,0,extended
002682.SZ,龙洲股份,龙,False,0.00641025641025641,-0.011142061281337101,3.55,3.59,0,extended
002726.SZ,龙大美食,龙,False,0.00641025641025641,-0.006051437216338829,6.57,6.61,0,extended
002783.SZ,凯龙股份,龙,False,0.00641025641025641,-0.012080536912751572,7.36,7.45,0,extended
002864.SZ,盘龙药业,龙,False,0.00641025641025641,-0.01778955336866017,25.95,26.42,0,extended
002882.SZ,金龙羽,龙,False,0.00641025641025641,-0.026007802340702324,14.98,15.38,0,extended
002931.SZ,锋龙股份,龙,False,0.00641025641025641,-0.023584905660377298,10.35,10.6,0,extended
002938.SZ,鹏鼎控股,鹏,False,0.00641025641025641,-0.015814183345688182,39.83,40.47,0,extended
002959.SZ,小熊电器,熊,False,0.00641025641025641,-0.030357499500699103,48.55,50.07,0,extended
002960.SZ,青鸟消防,鸟,False,0.00641025641025641,-0.03302611367127506,12.59,13.02,0,extended
003011.SZ,海象新材,海象,False,0.00641025641025641,-0.0014903129657227732,13.4,13.42,0,extended
003012.SZ,东鹏控股,鹏,False,0.00641025641025641,-0.014331210191082744,6.19,6.28,0,extended
003040.SZ,楚天龙,龙,False,0.00641025641025641,-0.033664881407804104,12.63,13.07,0,extended
300032.SZ,金龙机电,龙,False,0.00641025641025641,-0.009771986970684043,3.04,3.07,0,extended
300054.SZ,鼎龙股份,龙,False,0.00641025641025641,-0.04073918521629549,22.84,23.81,0,extended
300063.SZ,天龙集团,龙,False,0.00641025641025641,-0.023017902813299185,3.82,3.91,0,extended
300105.SZ,龙源技术,龙,False,0.00641025641025641,-0.015797788309636518,6.23,6.33,0,extended
300171.SZ,东富龙,龙,False,0.00641025641025641,-0.025430680885972,11.88,12.19,0,extended
300350.SZ,华鹏飞,鹏,False,0.00641025641025641,0.03777777777777769,4.67,4.5,0,extended
300375.SZ,鹏翎股份,鹏,False,0.00641025641025641,-0.02499999999999991,3.9,4.0,0,extended
300438.SZ,鹏辉能源,鹏,False,0.00641025641025641,-0.03515215110178371,18.39,19.06,0,extended
300459.SZ,汤姆猫,猫,False,0.00641025641025641,-0.02857142857142858,3.4,3.5,0,extended
300589.SZ,江龙船艇,龙,False,0.00641025641025641,-0.0061403508771930015,11.33,11.4,0,extended
300591.SZ,万里马,马,False,0.00641025641025641,-0.018750000000000044,3.14,3.2,0,extended
300650.SZ,太龙股份,龙,False,0.00641025641025641,-0.024051803885291267,10.55,10.81,0,extended
300664.SZ,鹏鹞环保,鹏,False,0.00641025641025641,-0.019955654101995512,4.42,4.51,0,extended
300665.SZ,飞鹿股份,鹿,False,0.00641025641025641,-0.021359223300970953,5.04,5.15,0,extended
300688.SZ,创业黑马,马,False,0.00641025641025641,0.017630176301763,24.82,24.39,0,extended
300698.SZ,万马科技,马,False,0.00641025641025641,-0.0036424768842810984,35.56,35.69,0,extended
300756.SZ,金马游乐,马,False,0.00641025641025641,0.015460295151089154,14.45,14.23,0,extended
300759.SZ,康龙化成,龙,False,0.00641025641025641,-0.034541861617965575,18.44,19.1,0,extended
300783.SZ,三只松鼠,松鼠,False,0.00641025641025641,-0.028483786152497692,22.17,22.82,0,extended
300835.SZ,龙磁科技,龙,False,0.00641025641025641,0.03375370919881315,27.87,26.96,0,extended
300883.SZ,龙利得,龙,False,0.00641025641025641,-0.009345794392523366,4.24,4.28,0,extended
300895.SZ,铜牛信息,牛,False,0.00641025641025641,0.006095083299471726,24.76,24.61,0,extended
300898.SZ,熊猫乳品,熊猫,False,0.00641025641025641,-0.016909620991253704,16.86,17.15,0,extended
300912.SZ,凯龙高科,龙,False,0.00641025641025641,-0.016931216931216908,9.29,9.45,0,extended
300913.SZ,兆龙互连,龙,False,0.00641025641025641,-0.04002389486260438,32.14,33.48,0,extended
300945.SZ,曼卡龙,龙,False,0.00641025641025641,-0.01797752808988773,8.74,8.9,0,extended
300993.SZ,玉马遮阳,马,False,0.00641025641025641,-0.02310231023102305,8.88,9.09,0,extended
300999.SZ,金龙鱼,金龙鱼,False,0.00641025641025641,-0.01315321720583007,27.76,28.13,0,extended
301048.SZ,金鹰重工,鹰,False,0.00641025641025641,-0.013064133016627011,8.31,8.42,0,extended
301131.SZ,聚赛龙,龙,False,0.00641025641025641,-0.021799116997792356,35.45,36.24,0,extended
301151.SZ,冠龙节能,龙,False,0.00641025641025641,-0.018012008005336866,14.72,14.99,0,extended
301178.SZ,天亿马,马,False,0.00641025641025641,0.025172754195458946,20.77,20.26,0,extended
301227.SZ,森鹰窗业,鹰,False,0.00641025641025641,-0.01394628099173556,19.09,19.36,0,extended
301308.SZ,江波龙,龙,False,0.00641025641025641,0.009081081081081077,93.34,92.5,0,extended
301357.SZ,北方长龙,龙,False,0.00641025641025641,0.009380863039399667,26.9,26.65,0,extended
301382.SZ,蜂助手,蜂,False,0.00641025641025641,-0.016604177825388367,18.36,18.67,0,extended
301413.SZ,安培龙,龙,False,0.00641025641025641,0.0007477567298104226,40.15,40.12,0,extended
