ts_code,name,keyword,forced,weight,ret,close,pre_close,susp_days,variant
000572.SZ,海马汽车,海马,False,0.09090909090909091,-0.033898305084745894,5.7,5.9,0,strict
002084.SZ,海鸥住工,海鸥,False,0.09090909090909091,0.09895833333333326,4.22,3.84,0,strict
003011.SZ,海象新材,海象,False,0.09090909090909091,-0.007846556233652935,22.76,22.94,0,strict
300783.SZ,三只松鼠,松鼠,False,0.09090909090909091,-0.013986013986014068,22.56,22.88,0,strict
300898.SZ,熊猫乳品,熊猫,False,0.09090909090909091,-0.01341281669150518,19.86,20.13,0,strict
300999.SZ,金龙鱼,金龙鱼,False,0.09090909090909091,-0.019473081328751474,51.36,52.38,0,strict
600775.SH,南京熊猫,熊猫,False,0.09090909090909091,-0.024008350730689076,9.35,9.58,0,strict
603029.SH,天鹅股份,天鹅,False,0.09090909090909091,0.014285714285714235,12.07,11.9,0,strict
603116.SH,红蜻蜓,蜻蜓,False,0.09090909090909091,-0.011235955056179692,5.28,5.34,0,strict
603269.SH,海鸥股份,海鸥,False,0.09090909090909091,0.004975124378109319,12.12,12.06,0,strict
603733.SH,仙鹤股份,仙鹤,False,0.09090909090909091,-0.04814814814814816,25.7,27.0,0,strict
000050.SZ,深天马A,马,False,0.006622516556291391,-0.00905432595573441,9.85,9.94,0,extended
000572.SZ,海马汽车,海马,False,0.006622516556291391,-0.033898305084745894,5.7,5.9,0,extended
000593.SZ,德龙汇能,龙,False,0.006622516556291391,-0.013628620102214661,5.79,5.87,0,extended
000677.SZ,恒天海龙,龙,False,0.006622516556291391,-0.022151898734177333,3.09,3.16,0,extended
000712.SZ,锦龙股份,龙,False,0.006622516556291391,-0.005438477226376581,14.63,14.71,0,extended
000735.SZ,罗牛山,牛,False,0.006622516556291391,0.007246376811594235,6.95,6.9,0,extended
000766.SZ,通化金马,马,False,0.006622516556291391,0.026615969581749166,5.4,5.26,0,extended
000863.SZ,三湘印象,象,False,0.006622516556291391,0.011428571428571566,3.54,3.5,0,extended
000910.SZ,大亚圣象,象,False,0.006622516556291391,-0.008064516129032251,8.61,8.68,0,extended
000935.SZ,四川双马,马,False,0.006622516556291391,-0.03301056338028163,21.97,22.72,0,extended
000955.SZ,欣龙控股,龙,False,0.006622516556291391,-0.011286681715575564,4.38,4.43,0,extended
001289.SZ,龙源电力,龙,False,0.006622516556291391,0.005847953216374213,22.36,22.23,0,extended
001317.SZ,三羊马,马,False,0.006622516556291391,-0.019647973802701668,47.9,48.86,0,extended
001979.SZ,招商蛇口,蛇,False,0.006622516556291391,-0.009375000000000022,12.68,12.8,0,extended
002029.SZ,七匹狼,狼,False,0.006622516556291391,-0.0071428571428572285,5.56,5.6,0,extended
002043.SZ,兔宝宝,兔,False,0.006622516556291391,-0.030421982335622988,9.88,10.19,0,extended
002047.SZ,宝鹰股份,鹰,False,0.006622516556291391,0.004914004914004844,4.09,4.07,0,extended
002068.SZ,黑猫股份,猫,False,0.006622516556291391,-0.002262443438914019,17.64,17.68,0,extended
002084.SZ,海鸥住工,海鸥,False,0.006622516556291391,0.09895833333333326,4.22,3.84,0,extended
