date,zoo_strict_ret,zoo_extended_ret,hs300_ret,zoo_strict_nav,zoo_extended_nav,hs300_nav
20231225,-0.001168573469635594,0.008075985294704005,0.0030632308292022348,0.9988314265303644,1.008075985294704,1.0030632308292022
20231226,-0.012852537012040892,-0.003619805737929891,-0.006769509502574378,0.9859939086520932,1.004426946058865,0.996272984756421
20231227,0.013553108872111969,-0.0044832601637504865,0.0034790165105755833,0.9993571914432943,0.9999238387442019,0.9997390349194291
20231228,0.015266688841665134,0.011769005152478359,0.023433671910189968,1.0146140667267394,1.0116919475544683,1.023166591459541
20231229,0.012939594999913566,0.010776844050419936,0.004852659082688282,1.0277427618313988,1.0225947939003284,1.0281316701126904
20240102,0.003576824457860864,-0.0005137649192790443,-0.013044671055275736,1.0314188172783068,1.022069420568585,1.014720030674559
20240103,-0.008451802346552023,-0.0075863357069716735,-0.0023786952816071683,1.022701469298156,1.0143156588283218,1.012306320925441
20240104,0.0028915202150023756,-0.0042426150380169905,-0.00924880171137099,1.0256586312705442,1.0100123079608805,1.002943700492034
20240105,-0.025319634483163524,-0.022756656294177502,-0.005360090173683885,0.9996893296222722,0.9870278050157258,0.9975678318182686
20240108,-0.009732665073702367,-0.01462386383017725,-0.012932880527818824,0.9899596881993046,0.9725936447985771,0.9846664062309677
20240109,0.011880558918466995,0.005237026813770884,0.0019607088910587045,1.0017209626018635,0.9776871437952904,0.9865970504083915
20240110,0.015375385737500717,-0.008760512592881596,-0.004668307608499567,1.0171228088032076,0.9691221032601733,0.9819913118914468
20240111,0.008952720183224926,0.01772884767382421,0.005658214858188293,1.0262288247023985,0.9863035214062091,0.9875476297230028
20240112,-0.012283487714556977,-0.008947277016626468,-0.0034909423775431048,1.0136231555418422,0.9774787905777136,0.9841001578525606
20240115,0.010009518523462173,-0.0013082314719920216,-0.0009887439635754003,1.0237690352930484,0.9762000220606751,0.9831271347619303
20240116,0.0038485738365730297,-0.006170767776646899,0.006082654572902468,1.0277090860169709,0.9701761184209811,0.9891071575239344
20240117,-0.032756900843485585,-0.023059406790135115,-0.02175004321579832,0.9940445213903637,0.9478044326482374,0.9675940341027334
20240118,-0.013719615566123212,-0.009075187340253638,0.014136091929533023,0.9804066127012769,0.939202929860032,0.9812720323192773
20240119,-0.010063918420487402,-0.014907560983716955,-0.0015122779945794251,0.9705398805321449,0.9252017049070579,0.9797880762181046
20240122,-0.05875564702004983,-0.059112980406037276,-0.015559076625517143,0.9135151818927169,0.8705102746532547,0.9645434784634591
20240123,-0.01249881288208546,0.0029356522579031333,0.004048368549072645,0.9020973265692955,0.8730657901065684,0.9684483059458837
20240124,0.03052264520242256,0.016332050213341876,0.01397801297174217,0.929631723206224,0.8873247444301399,0.9819852889288571
20240125,0.027504020618835865,0.033554835027297086,0.020081725083960444,0.955200333289212,0.9170987798451319,1.0017052475376198
20240126,-0.004642585279068609,-0.0038239330186118905,-0.002721453996386236,0.950765734283322,0.9135918555395535,0.9989791527885075
20240129,-0.03695385848988728,-0.028240870432495086,-0.008956958790802605,0.9156312718815823,0.8877912263190781,0.9900313376841099
20240130,-0.035454914600758974,-0.03597722793981287,-0.017833658054739354,0.8831676433312364,0.8558509590068307,0.9723754573443752
20240131,-0.0578732025382797,-0.04879805705448807,-0.00914839628877162,0.8320559034334727,0.8140870950790771,0.9634797813191134
20240201,-0.018401842420493766,-0.015006103886548003,0.0007336988755008989,0.8167445418134484,0.8018708195576224,0.9641866853512351
20240202,-0.030794142261714317,-0.03943457987040732,-0.011835525683802195,0.7915935942013663,0.7702493806780284,0.9527750290727804
20240205,-0.08746350823608247,-0.08291386499961541,0.006539822462227951,0.722358041355305,0.706385027512453,0.9590060086093605
20240206,-0.005393499376898339,0.021320338141104317,0.034767417219817576,0.7184620037093576,0.7214453951568317,0.9923481706269941
20240207,-0.023248627020762802,-0.02029940901971898,0.009644042402249697,0.7017587485565289,0.7068004799951504,1.0019184184623158
20240208,0.06694836160751887,0.06787463566368729,0.006370142057870565,0.7487403470161312,0.7547743050617405,1.0083007811183178
20240219,0.035909164389292675,0.03567687509806607,0.011553911512623749,0.7756269872220295,0.7817022936706578,1.0199505991214681
20240220,0.023130892204558943,0.015937122030373105,0.002070152139612702,0.7935679314544091,0.7941603785163095,1.0220620520365387
20240221,0.03637668295181866,0.0185780910027629,0.0134913711644431,0.8224353004976567,0.8089143622991741,1.0358510705336559
20240222,0.01716834619284297,0.02492778368825003,0.00862149539671897,0.8365551544578153,0.8290788045448866,1.0447816557699483
20240223,0.02196645915265302,0.0266998241836203,0.0008796060039670817,0.8549313090871541,0.8512150628606011,1.0457006519871983
20240226,0.016772350442601704,0.015275497582899481,-0.010425728942223156,0.869270516607516,0.8642177964958558,1.0347984604348737
20240227,0.032964942936432345,0.02734187543590247,0.011996698286609986,0.8979259695838058,0.8878471318371357,1.0472126253521594
20240228,-0.062204592266915035,-0.06606089377367766,-0.012741147000816189,0.8420708507599708,0.8291951567735784,1.033869935351437
20240229,0.03767633786950165,0.0387757090199394,0.019077635834843676,0.8737969966432623,0.8613477868933737,1.053593729478665
20240301,0.006992065628948981,0.016093556064786275,0.006177670570082672,0.8799066425901705,0.8752099357930219,1.060102484454089
20240304,0.00801793672195031,0.004590122807432779,0.000866300160568434,0.8869616783716823,0.8792272568805972,1.0610208514065904
20240305,-0.001190701408736036,-0.01313336540104314,0.006960354304025973,0.8859055718517502,0.8676800440454275,1.0684059324563395
20240306,-0.004073707513618968,0.005797510138893848,-0.0040572547977159035,0.8822966516673408,0.8727104278980967,1.0640711373609728
20240307,-0.007609100104529249,-0.008442448398068387,-0.00600628304640527,0.8755831681229131,0.8653426151441108,1.0576800249284724
20240308,0.00860227458841127,0.010522051399463375,0.00430357143110105,0.8831151749600976,0.8744477946188031,1.0622318264670008
20240311,0.020016962948580685,0.020221695186617174,0.012511911797814745,0.9007924586966033,0.8921306113781942,1.0755223773885876
20240312,0.017393491880318145,0.014260371764910343,0.0022930609580489314,0.9164603850127946,0.904852725559304,1.0779886157616854
20240313,0.005703207299790448,0.00027468402957391637,-0.006986224493667703,0.9216871485705683,0.9051012741521316,1.0704575452903562
20240314,-0.0001321806176280264,-0.0025859631106711824,-0.0028379270739994356,0.9215653193940105,0.9027607156457527,1.0674196648410097
20240315,0.027174653227585357,0.013801063718099665,0.0021812503647651305,0.9466085373751117,0.915219773804577,1.0697479743743017
20240318,0.011572337718975902,0.016470646245115333,0.009393575841745383,0.9575630110572823,0.9302940349354467,1.0797967331031402
20240319,0.004591336865860511,-0.0022812031735213335,-0.007186762528277879,0.961959505411334,0.928171845230644,1.0720364904035176
20240320,0.01501432396641073,0.01116827938606068,0.0021672166629402856,0.976402677068148,0.9385379277164552,1.0743598257488
20240321,-0.0037599199431538333,0.0012614181155258233,-0.0011975286997168988,0.9727314811700907,0.9397218164605846,1.073073249023643
20240322,-0.021034919770003078,-0.014407173495095493,-0.010077350187939982,0.9522701525059216,0.9261830812137107,1.0622595141159212
20240325,-0.02213722952816577,-0.023669721780395888,-0.005427048665102463,0.9311895295670766,0.9042605853636725,1.056494580037846
20240326,0.009067974049444715,0.002870903511170671,0.005100540779338747,0.9396335320563055,0.9068566302532063,1.0618832737264794
20240327,-0.02476095545841865,-0.035123763172578426,-0.011558416407132066,0.9163673080218228,0.8750044127407101,1.04960958467298
20240328,0.013294200591461408,0.023035718467663526,0.0051896395858086475,0.9285496788301223,0.8951607680505683,1.055056680123243
20240329,0.006686521167541396,0.011895463013982576,0.004691753805661447,0.9347584459127336,0.905809119858482,1.0600067463173999
20240401,0.02248419541967024,0.021650676614517177,0.01644171254696447,0.9557757374808227,0.9254205001870185,1.0774350725381936
20240402,-0.0037275349098944447,0.00023610244932123421,-0.004163562681605004,0.9522130500533328,0.9256389942337646,1.0729491040783212
20240403,0.0010260705026905056,-0.008613864924974221,-0.0035950754437171772,0.9531900877762695,0.917665664968146,1.0690917711018908
20240408,-0.022990505605515764,-0.021728196047782995,-0.00879964480102613,0.931275765720127,0.8977264454933991,1.0596841432564943
20240409,0.004858072780609487,0.01720413851550826,-0.000825866316262247,0.9357999711688133,0.9131710556107023,1.0588089858167016
20240410,-0.024658795668680122,-0.023557474049282802,-0.008144504050969892,0.9127242708930048,0.891659052165597,1.050185511742514
20240411,0.002447666736276449,-0.0018429080047425174,-0.00013236478490674664,0.9149583157302618,0.89001580656086,1.0500465041631402
20240412,-0.004258170117601959,-0.003712207388114096,-0.008106111996117216,0.9110622675713678,0.8867118833082065,1.0415347095992624
